TimeStamp,Produced(Wh),Consumed(Wh),Temp(F),SolarRadiation(W/m2)
2024-05-08 8:00:00,1395,1695,59.2,65
2024-05-08 9:00:00,1307,1527,61,49
2024-05-08 10:00:00,7877,1877,60,258
2024-05-08 11:00:00,6573,1853,58.6,275
2024-05-08 12:00:00,10978,1568,61.3,299
2024-05-08 13:00:00,12260,1600,61,429
2024-05-08 14:00:00,8465,1795,60.4,379
2024-05-08 15:00:00,7649,1609,61.2,450
2024-05-08 16:00:00,6225,2535,60.4,565
2024-05-08 17:00:00,3743,1863,60.8,320
2024-05-08 18:00:00,3330,1600,62.1,79
2024-05-08 19:00:00,568,3028,61.5,30
2024-05-08 20:00:00,0,3480,62.1,2
2024-05-08 21:00:00,0,2520,62.4,0
2024-05-08 22:00:00,0,1930,64.7,0
2024-05-08 23:00:00,0,1000,64,0
2024-05-09 0:00:00,0,1220,60.4,0
2024-05-09 1:00:00,0,2420,55.8,0
2024-05-09 2:00:00,0,2790,52.4,0
2024-05-09 3:00:00,0,1460,50.5,0
2024-05-09 4:00:00,0,1480,49,0
2024-05-09 5:00:00,42,1462,49.6,1
2024-05-09 6:00:00,1674,1614,56.3,33
2024-05-09 7:00:00,4605,1825,62.1,136
2024-05-09 8:00:00,9808,1138,64.2,260
2024-05-09 9:00:00,18831,1411,65.4,556
2024-05-09 10:00:00,22151,1171,65.2,734
2024-05-09 11:00:00,13280,1340,65.9,595
2024-05-09 12:00:00,9888,988,65.4,371
2024-05-09 13:00:00,10373,903,66.3,340
2024-05-09 14:00:00,10427,1857,66.3,340
2024-05-09 15:00:00,8866,1276,64.8,290
2024-05-09 16:00:00,5715,1135,63.4,191
2024-05-09 17:00:00,3539,1029,60,129
2024-05-09 18:00:00,1783,943,59.2,79
2024-05-09 19:00:00,431,2661,56.1,34
2024-05-09 20:00:00,0,2860,54.9,2
2024-05-09 21:00:00,0,1930,52.6,0
2024-05-09 22:00:00,0,1680,51.7,0
2024-05-09 23:00:00,0,1090,51.5,0
2024-05-10 0:00:00,0,1250,51.4,0
2024-05-10 1:00:00,0,1050,50.7,0
2024-05-10 2:00:00,0,1550,50.7,0
2024-05-10 3:00:00,0,1850,49.6,0
2024-05-10 4:00:00,0,2030,48.4,0
2024-05-10 5:00:00,0,2170,48.2,0
2024-05-10 6:00:00,118,2018,47.5,5
2024-05-10 7:00:00,1506,2946,47.7,46
2024-05-10 8:00:00,3904,2454,48.6,88
2024-05-10 9:00:00,9653,2013,50.9,209
2024-05-10 10:00:00,17093,1933,52.6,367
2024-05-10 11:00:00,18871,1851,53.2,326
2024-05-10 12:00:00,10828,1688,52.7,171
2024-05-10 13:00:00,7107,1817,54.7,306
2024-05-10 14:00:00,13782,2022,54,617
2024-05-10 15:00:00,4046,2106,53.7,198
2024-05-10 16:00:00,2397,2107,51.9,126
2024-05-10 17:00:00,1940,1830,51,60
2024-05-10 18:00:00,897,1977,51.4,28
2024-05-10 19:00:00,90,1900,49.7,18
2024-05-10 20:00:00,0,3040,49.7,0
2024-05-10 21:00:00,0,3830,48.8,0
2024-05-10 22:00:00,0,3110,49.5,0
2024-05-10 23:00:00,0,2870,48.7,0
2024-05-11 0:00:00,0,3170,47.4,0
2024-05-11 1:00:00,0,2160,48.9,0
2024-05-11 2:00:00,0,2340,48.7,0
2024-05-11 3:00:00,0,2360,48,0
2024-05-11 4:00:00,0,2420,46,0
2024-05-11 5:00:00,52,2292,44.8,1
2024-05-11 6:00:00,1233,3023,48.5,21
2024-05-11 7:00:00,5962,2932,49.7,230
2024-05-11 8:00:00,13160,2470,52,429
2024-05-11 9:00:00,19069,3179,53.7,596
2024-05-11 10:00:00,20772,1652,52.2,758
2024-05-11 11:00:00,27098,1708,53.4,762
2024-05-11 12:00:00,21925,2305,54.2,829
2024-05-11 13:00:00,19911,1541,55.2,749
2024-05-11 14:00:00,14287,1607,55,377
2024-05-11 15:00:00,15498,1718,54.1,324
2024-05-11 16:00:00,16181,2031,53.5,281
2024-05-11 17:00:00,8189,1939,52.1,270
2024-05-11 18:00:00,2122,1592,50.6,61
2024-05-11 19:00:00,423,2043,49.3,36
2024-05-11 20:00:00,0,3000,47.9,1
2024-05-11 21:00:00,0,2960,47.7,0
2024-05-11 22:00:00,0,2830,45.3,0
2024-05-11 23:00:00,0,2080,44.5,0
2024-05-12 0:00:00,0,1950,43.8,0
2024-05-12 1:00:00,0,1620,42.6,0
2024-05-12 2:00:00,0,1690,42.2,0
2024-05-12 3:00:00,0,1770,41.8,0
2024-05-12 4:00:00,0,1410,42.7,0
2024-05-12 5:00:00,18,1488,41.3,1
2024-05-12 6:00:00,2082,1752,45.7,38
2024-05-12 7:00:00,6171,1571,49.5,110
2024-05-12 8:00:00,9520,1550,50.1,167
2024-05-12 9:00:00,2113,1363,49.2,122
2024-05-12 10:00:00,5098,1788,50.1,202
2024-05-12 11:00:00,12682,2322,51.4,219
2024-05-12 12:00:00,12103,2793,50.7,297
2024-05-12 13:00:00,19567,2457,53.1,286
2024-05-12 14:00:00,21605,2545,52.1,486
2024-05-12 15:00:00,20617,2357,54.5,455
2024-05-12 16:00:00,11414,2414,53.1,536
2024-05-12 17:00:00,10076,2506,52.9,294
2024-05-12 18:00:00,1951,2151,51.5,29
2024-05-12 19:00:00,424,2294,49.6,20
2024-05-12 20:00:00,0,2170,48.7,2
2024-05-12 21:00:00,0,2710,47.9,0
2024-05-12 22:00:00,0,2680,43.4,0
2024-05-12 23:00:00,0,2380,41.7,0
2024-05-13 0:00:00,0,2360,40.3,0
2024-05-13 1:00:00,0,2120,40.5,0
2024-05-13 2:00:00,0,2200,38.6,0
2024-05-13 3:00:00,0,1990,38.5,0
2024-05-13 4:00:00,0,2370,37,0
2024-05-13 5:00:00,88,2038,36.4,1
2024-05-13 6:00:00,1340,1980,44.9,24
2024-05-13 7:00:00,6275,2515,53,231
2024-05-13 8:00:00,13439,1979,57,421
2024-05-13 9:00:00,19996,1196,57.7,438
2024-05-13 10:00:00,24676,1366,59.4,406
2024-05-13 11:00:00,22824,1464,60.6,416
2024-05-13 12:00:00,25268,1528,60.5,338
2024-05-13 13:00:00,26622,1472,62.2,188
2024-05-13 14:00:00,24168,1338,61.5,664
2024-05-13 15:00:00,21323,2133,60.9,741
2024-05-13 16:00:00,15680,1510,59.3,584
2024-05-13 17:00:00,5364,1084,56.9,196
2024-05-13 18:00:00,2261,1911,55.5,92
2024-05-13 19:00:00,447,2547,54.4,38
2024-05-13 20:00:00,0,2640,53.4,2
2024-05-13 21:00:00,0,2210,53.4,0
2024-05-13 22:00:00,0,2210,52.1,0
2024-05-13 23:00:00,0,2520,51.7,0
2024-05-14 0:00:00,0,2470,51.5,0
2024-05-14 1:00:00,0,2180,51.7,0
2024-05-14 2:00:00,0,2570,52.2,0
2024-05-14 3:00:00,0,2580,52.5,0
2024-05-14 4:00:00,0,2780,52.3,0
2024-05-14 5:00:00,58,2348,51.7,1
2024-05-14 6:00:00,1350,2030,54.6,25
2024-05-14 7:00:00,5891,2381,57.9,218
2024-05-14 8:00:00,12923,1903,60.1,412
2024-05-14 9:00:00,19435,1425,61.8,590
2024-05-14 10:00:00,23906,1366,62.9,740
2024-05-14 11:00:00,26956,1766,63.5,850
2024-05-14 12:00:00,26008,2698,64.6,842
2024-05-14 13:00:00,22957,1477,62.2,660
2024-05-14 14:00:00,14313,1223,61,402
2024-05-14 15:00:00,10718,1198,61.4,261
2024-05-14 16:00:00,7060,1690,60.4,267
2024-05-14 17:00:00,4334,1794,59.5,141
2024-05-14 18:00:00,1563,2263,59.4,71
2024-05-14 19:00:00,379,1769,58.9,29
2024-05-14 20:00:00,0,1260,58.2,1
2024-05-14 21:00:00,0,1810,58.2,0
2024-05-14 22:00:00,0,1260,58.3,0
2024-05-14 23:00:00,0,1870,56.8,0
2024-05-15 0:00:00,0,1410,57,0
2024-05-15 1:00:00,0,1500,57,0
2024-05-15 2:00:00,0,1250,57,0
2024-05-15 3:00:00,0,1410,56.7,0
2024-05-15 4:00:00,0,1450,56.4,0
2024-05-15 5:00:00,23,1213,56.6,0
2024-05-15 6:00:00,551,2381,58.1,15
2024-05-15 7:00:00,842,1902,58.7,34
2024-05-15 8:00:00,1759,1479,58.7,46
2024-05-15 9:00:00,3411,1391,58.7,101
2024-05-15 10:00:00,2508,1378,57.9,54
2024-05-15 11:00:00,3136,1276,57.8,63
2024-05-15 12:00:00,4334,1444,59.1,130
2024-05-15 13:00:00,2776,1286,60.5,145
2024-05-15 14:00:00,3192,1712,61.2,108
2024-05-15 15:00:00,3302,1432,61,79
2024-05-15 16:00:00,1686,1686,60,74
2024-05-15 17:00:00,922,1502,59.4,71
2024-05-15 18:00:00,85,1905,58.6,36
2024-05-15 19:00:00,0,1470,59.1,6
2024-05-15 20:00:00,0,1360,57.5,1
2024-05-15 21:00:00,0,1460,57.9,0
2024-05-15 22:00:00,0,1560,58.1,0
2024-05-15 23:00:00,0,1570,58.4,0
2024-05-16 0:00:00,0,1490,58.3,0
2024-05-16 1:00:00,0,1250,57.9,0
2024-05-16 2:00:00,0,1760,57,0
2024-05-16 3:00:00,0,1380,56.4,0
2024-05-16 4:00:00,0,1190,56.3,0
2024-05-16 5:00:00,0,1230,56.3,0
2024-05-16 6:00:00,181,1471,56.3,5
2024-05-16 7:00:00,1112,1742,56.2,14
2024-05-16 8:00:00,1682,1412,57,64
2024-05-16 9:00:00,4550,1040,57,130
2024-05-16 10:00:00,4058,1178,57.1,132
2024-05-16 11:00:00,3492,1272,57.8,112
2024-05-16 12:00:00,6106,1126,58.1,131
2024-05-16 13:00:00,5223,1303,59.5,153
2024-05-16 14:00:00,6815,1295,59.9,141
2024-05-16 15:00:00,4644,1534,60,174
2024-05-16 16:00:00,3378,1608,59.9,122
2024-05-16 17:00:00,1638,1538,59.3,67
2024-05-16 18:00:00,793,2403,59.2,29
2024-05-16 19:00:00,138,1938,59.1,13
2024-05-16 20:00:00,0,2050,59.1,1
2024-05-16 21:00:00,0,1920,59,0
2024-05-16 22:00:00,0,2430,57.2,0
2024-05-16 23:00:00,0,1620,56.8,0
2024-05-17 0:00:00,0,1470,56.2,0
2024-05-17 1:00:00,0,1470,56.1,0
2024-05-17 2:00:00,0,1690,56.9,0
2024-05-17 3:00:00,0,1930,56.9,0
2024-05-17 4:00:00,0,1030,57,0
2024-05-17 5:00:00,0,1270,57.1,0
2024-05-17 6:00:00,412,1362,57.1,11
2024-05-17 7:00:00,1925,1345,58.9,62
2024-05-17 8:00:00,12096,1296,61.7,215
2024-05-17 9:00:00,18947,1117,64.7,348
2024-05-17 10:00:00,22310,1840,67.7,348
2024-05-17 11:00:00,23721,1161,69.4,463
2024-05-17 12:00:00,25678,1368,70.6,461
2024-05-17 13:00:00,22595,2125,72.5,671
2024-05-17 14:00:00,17250,1830,73,588
2024-05-17 15:00:00,11898,2418,70.3,588
2024-05-17 16:00:00,14190,1460,68.4,416
2024-05-17 17:00:00,6854,1694,65.1,204
2024-05-17 18:00:00,2303,2213,63.1,106
2024-05-17 19:00:00,344,1584,62.4,43
2024-05-17 20:00:00,0,1500,61.1,2
2024-05-17 21:00:00,0,2800,59.3,0
2024-05-17 22:00:00,0,1710,59,0
2024-05-17 23:00:00,0,1150,60.4,0
2024-05-18 0:00:00,0,1500,60,0
2024-05-18 1:00:00,0,1920,58.5,0
2024-05-18 2:00:00,0,1260,58.1,0
2024-05-18 3:00:00,0,1130,57.1,0
2024-05-18 4:00:00,0,1090,57.5,0
2024-05-18 5:00:00,41,1361,56.9,14
2024-05-18 6:00:00,616,1276,57.2,42
2024-05-18 7:00:00,2057,987,57.6,182
2024-05-18 8:00:00,5650,1150,57.1,352
2024-05-18 9:00:00,4138,1468,57.2,158
2024-05-18 10:00:00,5350,1410,58.1,301
2024-05-18 11:00:00,6290,1050,60.4,304
2024-05-18 12:00:00,6367,967,60.1,237
2024-05-18 13:00:00,3809,1389,59.4,183
2024-05-18 14:00:00,5857,1087,60.5,307
2024-05-18 15:00:00,3883,1223,60.1,218
2024-05-18 16:00:00,1963,1013,59.5,153
2024-05-18 17:00:00,1036,1236,58.3,60
2024-05-18 18:00:00,518,2098,58,30
2024-05-18 19:00:00,30,1320,58,8
2024-05-18 20:00:00,0,1240,55.9,0
2024-05-18 21:00:00,0,1400,56.8,0
2024-05-18 22:00:00,0,1350,56.6,0
2024-05-18 23:00:00,0,2070,56.8,0
2024-05-19 0:00:00,0,1410,56.9,0
2024-05-19 1:00:00,0,1860,56.2,0
2024-05-19 2:00:00,0,1610,56,0
2024-05-19 3:00:00,0,1380,55.9,0
2024-05-19 4:00:00,0,1090,55.9,0
2024-05-19 5:00:00,0,1390,56,1
2024-05-19 6:00:00,782,1162,56.3,25
2024-05-19 7:00:00,2229,1029,57.3,59
2024-05-19 8:00:00,7193,1183,60.1,169
2024-05-19 9:00:00,10105,1385,61,437
2024-05-19 10:00:00,12316,1196,62.9,374
2024-05-19 11:00:00,9061,3191,64.3,521
2024-05-19 12:00:00,11009,1979,64.6,584
2024-05-19 13:00:00,14025,1395,61.4,344
2024-05-19 14:00:00,12362,2072,61.7,184
2024-05-19 15:00:00,11983,1293,63.4,255
2024-05-19 16:00:00,6579,1489,61.2,230
2024-05-19 17:00:00,3743,1393,59.2,157
2024-05-19 18:00:00,2028,1648,58.6,84
2024-05-19 19:00:00,596,1516,58.3,30
2024-05-19 20:00:00,0,2220,58.4,3
2024-05-19 21:00:00,0,1290,58.9,0
2024-05-19 22:00:00,0,1490,57.6,0
2024-05-19 23:00:00,0,1280,55.7,0
2024-05-20 0:00:00,0,1290,55.7,0
2024-05-20 1:00:00,0,1580,54.1,0
2024-05-20 2:00:00,0,1230,52.9,0
2024-05-20 3:00:00,0,1290,54.5,0
2024-05-20 4:00:00,0,1110,54.4,0
2024-05-20 5:00:00,95,1425,55,1
2024-05-20 6:00:00,1208,1218,55.9,20
2024-05-20 7:00:00,4448,1538,57.2,86
2024-05-20 8:00:00,11693,1113,59.9,168
2024-05-20 9:00:00,19306,1576,62.8,316
2024-05-20 10:00:00,21192,1422,65.3,662
2024-05-20 11:00:00,14756,1376,65,717
2024-05-20 12:00:00,25156,1336,64,506
2024-05-20 13:00:00,24672,1232,63.1,568
2024-05-20 14:00:00,22779,1349,62.3,736
2024-05-20 15:00:00,20104,1274,61.8,704
2024-05-20 16:00:00,15889,1229,61.6,592
2024-05-20 17:00:00,8671,1261,60.2,339
2024-05-20 18:00:00,2747,1107,57,53
2024-05-20 19:00:00,515,1515,54.7,22
2024-05-20 20:00:00,0,3380,52.9,2
2024-05-20 21:00:00,0,2370,52.2,0
2024-05-20 22:00:00,0,1280,52.3,0
2024-05-20 23:00:00,0,2030,52.4,0
2024-05-21 0:00:00,0,1890,51.5,0
2024-05-21 1:00:00,0,1260,51.4,0
2024-05-21 2:00:00,0,1400,52.2,0
2024-05-21 3:00:00,0,1050,53,0
2024-05-21 4:00:00,0,1450,53,0
2024-05-21 5:00:00,105,1105,52.3,2
2024-05-21 6:00:00,1694,1264,54.2,36
2024-05-21 7:00:00,4052,1642,58.2,118
2024-05-21 8:00:00,11962,1322,62.5,380
2024-05-21 9:00:00,18821,1541,62.5,592
